"estado","estadoSigla","municipio","cnes","dataNotificacaoOcupacao","ocupHospCli","ocupHospUti","ocupSRAGCli","ocupSRAGUti","altas","obitos","ocupacaoInformada","algumaOcupacaoInformada","nomeCnes","ofertaRespiradores","ofertaHospCli","ofertaHospUti","ofertaSRAGCli","ofertaSRAGUti"
"Rio Grande do Sul","RS","Tuparendi","5729297","2020-10-20T09:07:01.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"CAMS",4.0,40.0,0.0,0.0,0.0
"São Paulo","SP","São José dos Campos","5869412","2020-10-20T13:46:22.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"CENTRO DE TRATAMENTO FABIANA MACEDO DE MORAIS",6.0,21.0,4.0,0.0,0.0
"Goiás","GO","Luziânia","5882451","2020-10-20T10:15:46.000Z",15.0,0.0,4.0,0,4.0,0,True,True,"HOSPITAL REGIONAL DO JARDIM INGA",1.0,44.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Santa Maria","5922216","2020-10-20T18:37:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL CASA DE SAUDE",1.0,101.0,0.0,0.0,0.0
"São Paulo","SP","São Caetano do Sul","5935857","2020-10-20T09:21:11.000Z",0.0,0.0,7.0,0,5.0,0,True,True,"HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN",11.0,48.0,9.0,2.0,0.0
"Mato Grosso","mt","Cuiabá","6003575","2020-10-20T18:10:39.323Z",0.0,2.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Santo André","6020917","2020-10-20T09:25:08.000Z",0.0,0.0,0.0,1,1.0,0,True,True,"HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN",14.0,74.0,4.0,0.0,0.0
"São Paulo","SP","Campinas","6053858","2020-10-20T10:59:07.000Z",0.0,0.0,34.0,9,8.0,1,True,True,"COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI",81.0,147.0,50.0,8.0,45.0
"Mato Grosso do Sul","MS","Dourados","6201059","2020-10-20T07:59:39.000Z",0.0,0.0,1.0,4,2.0,0,True,True,"HOSPITAL CASSEMS UNIDADE DOURADOS",9.0,64.0,2.0,0.0,0.0
"Mato Grosso","mt","Diamantino","6248357","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","sp","São José do Rio Preto","6270131","2020-10-20T08:18:24.000Z",0.0,0.0,15.0,5,12.0,2,True,True,"","","","","",""
"Goiás","GO","Paraúna","6277578","2020-10-20T09:38:31.000Z",1.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE PARAUNA",1.0,21.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Porto Alegre","6295320","2020-10-20T13:40:06.000Z",0.0,6.0,5.0,0,0.0,0,True,True,"AESC HOSPITAL SANTA ANA",11.0,200.0,10.0,21.0,3.0
"Rio Grande do Sul","RS","São João do Polêsine","6364810","2020-10-20T09:04:11.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL DR ROBERTO BINATTO",0.0,49.0,0.0,0.0,0.0
"Goiás","go","Posse","6407005","2020-10-20T08:16:31.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso do Sul","MS","Coxim","6426190","2020-10-20T10:41:09.000Z",1.0,0.0,2.0,1,1.0,0,True,True,"HOSPITAL REGIONAL DR ALVARO FONTOURA SILVA",4.0,65.0,0.0,30.0,5.0
"São Paulo","SP","Arujá","6451098","2020-10-20T16:53:52.000Z",0.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL DALILA FERREIRA BARBOSA",0.0,30.0,0.0,0.0,0.0
"Paraná","PR","Curitiba","6878318","2020-10-19T00:00:00.000Z",2.0,1.0,8.0,7,2.0,0,True,True,"HOSPITAL MARCELINO CHAMPAGNAT",0.0,86.0,30.0,0.0,0.0
"São Paulo","SP","São Paulo","6891411","2020-10-20T08:49:36.000Z",0.0,0.0,0.0,0,7.0,0,True,True,"IBCC UNIDADE JACANA",3.0,128.0,0.0,0.0,0.0
"São Paulo","SP","Araraquara","6943284","2020-10-20T08:07:52.000Z",0.0,0.0,0.0,1,0.0,0,True,True,"MATERNIDADE GOTA DE LEITE DE ARARAQUARA",7.0,48.0,3.0,2.0,0.0
"Rio Grande do Sul","RS","Dom Feliciano","6953689","2020-10-20T10:30:47.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"ASDOMF",1.0,25.0,0.0,0.0,0.0
"São Paulo","SP","São Vicente","6966594","2020-10-20T09:05:31.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE",0.0,36.0,0.0,0.0,0.0
"Goiás","GO","Itumbiara","7005660","2020-10-20T10:29:01.000Z",34.0,6.0,7.0,5,7.0,0,True,True,"HOSPITAL UNIMED REGIONAL SUL GOIAS",7.0,45.0,0.0,0.0,0.0
"Ceará","CE","Fortaleza","7047428","2020-04-30T10:50:35.987Z",0.0,0.0,13.0,0,2.0,0,True,True,"HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN",24.0,139.0,10.0,0.0,0.0
"Mato Grosso","mt","Juína","7050577","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Rio Grande do Sul","RS","Porto Alegre","7092571","2020-10-20T10:41:34.000Z",0.0,17.0,22.0,9,0.0,2,True,True,"HOSPITAL INDEPENDENCIA",12.0,150.0,10.0,14.0,3.0
"Mato Grosso","mt","Sinop","7099371","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Rio Grande do Sul","RS","Santo Ângelo","7151888","2020-10-20T11:09:40.000Z",0.0,4.0,8.0,1,0.0,0,True,True,"HOSPITAL REGIONAL UNIMED MISSOES",0.0,54.0,7.0,0.0,0.0
"Mato Grosso do Sul","ms","Alcinópolis","7173113","2020-10-20T11:34:07.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Itapecerica da Serra","7228163","2020-10-20T09:04:20.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"PRONTO SOCORRO CENTRAL",0.0,23.0,0.0,23.0,8.0
"Mato Grosso","MT","Mirassol d'Oeste","7254628","2020-10-20T18:10:39.323Z",2.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL SAMUEL GREVE",1.0,49.0,0.0,0.0,0.0
"Mato Grosso","MT","Araguaiana","7257155","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"PRONTO ATENDIMENTO MUNICIPAL IRMA HELENA DELLAGIOCOMA",0.0,12.0,0.0,0.0,0.0
"Mato Grosso","MT","Cuiabá","7349270","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,7,0.0,0,True,True,"HOSPITAL MUNICIPAL SAO BENEDITO DE CUIABA",21.0,42.0,30.0,52.0,40.0
"Paraná","PR","Curitiba","7413432","2020-10-19T00:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"INSTITUTO MADALENA SOFIA",2.0,48.0,0.0,0.0,0.0
"Mato Grosso","mt","Alto Paraguai","7502664","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","Jundiaí","7573162","2020-10-20T08:11:13.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE JUNDIAI",18.0,106.0,16.0,8.0,0.0
"São Paulo","SP","Caieiras","7580770","2020-10-20T08:33:18.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ESTADUAL DE CAIEIRAS",5.0,42.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Horizontina","7607547","2020-10-20T09:42:27.000Z",0.0,0.0,5.0,0,0.0,0,True,True,"ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA",2.0,54.0,0.0,0.0,0.0
"Goiás","GO","Rio Verde","7695004","2020-10-20T14:53:03.000Z",21.0,3.0,2.0,3,3.0,0,True,True,"HOSPITAL UNIMED RIO VERDE",0.0,38.0,6.0,0.0,0.0
"Mato Grosso","mt","Barra do Garças","7761929","2020-10-20T18:10:39.323Z",0.0,0.0,2.0,1,0.0,0,True,True,"","","","","",""
"Mato Grosso do Sul","MS","Figueirão","7814860","2020-10-20T09:55:31.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL MARIANA SILVERIA",2.0,10.0,0.0,0.0,0.0
"São Paulo","SP","Campos do Jordão","7947984","2020-10-20T08:50:11.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"COMPLEXO MUNICIPAL DE SAUDE",7.0,55.0,0.0,3.0,0.0
"Goiás","go","Inhumas","7989458","2020-10-20T16:04:29.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","GO","Mineiros","8013543","2020-10-20T11:52:43.000Z",8.0,9.0,8.0,9,0.0,0,True,True,"HOSPITAL MUNICIPAL DR EVARISTO VILELA MACHADO",0.0,68.0,10.0,0.0,10.0
"Mato Grosso do Sul","ms","Corguinho","8013985","2020-10-20T17:37:21.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","go","Aparecida de Goiânia","9135944","2020-10-20T16:42:12.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Rio Grande do Sul","RS","Erechim","9142118","2020-10-20T07:52:51.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"SANTA MONICA HOSPITAL",0.0,16.0,0.0,0.0,0.0
"Goiás","GO","Goiânia","9146261","2020-10-20T16:49:06.000Z",10.0,9.0,1.0,2,1.0,0,True,True,"CLIAME",0.0,21.0,0.0,0.0,0.0
"São Paulo","SP","Peruíbe","9297715","2020-10-20T07:29:18.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"MATERNIDADE MUNICIPAL DE PERUIBE",0.0,14.0,0.0,0.0,0.0
"São Paulo","sp","Itatiba","9345949","2020-10-20T06:02:59.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso do Sul","MS","Eldorado","9445331","2020-10-20T08:20:39.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"FUNDACAO HOSPITALAR DE ELDORADO TEREZINHA APARECIDA PIROLI",0.0,23.0,0.0,4.0,0.0
"São Paulo","SP","Cosmópolis","9639659","2020-10-20T09:19:51.000Z",0.0,0.0,4.0,0,0.0,0,True,True,"SANTA CASA DE MISERICORDIA DE COSMOPOLIS",5.0,91.0,0.0,20.0,5.0
"Mato Grosso","MT","Sapezal","9659366","2020-10-20T18:10:39.323Z",3.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL SANTA MARCELINA DE SAPEZAL",5.0,50.0,0.0,0.0,0.0
"Goiás","GO","Aparecida de Goiânia","9680977","2020-10-20T16:44:59.000Z",0.0,0.0,15.0,22,0.0,0,True,True,"HOSPITAL MUNICIPAL DE APARECIDA DE GOIANIA HMAP",65.0,182.0,30.0,60.0,100.0
"Rio Grande do Sul","RS","Caxias do Sul","9728317","2020-10-20T12:10:43.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL UNIMED UNIDADE MATERNO INFANTIL",0.0,36.0,5.0,0.0,0.0
"Mato Grosso","mt","Chapada dos Guimarães","9828958","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","go","Anápolis","9858741","2020-10-20T12:45:59.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso","MT","Carlinda","9963677","2020-10-20T18:10:39.323Z",0.0,0.0,0.0,0,0.0,0,True,True,"PRONTO ATENDIMENTO MUNICIPAL ANTONIO MARTINES MARTINES",1.0,1.0,0.0,0.0,0.0
"São Paulo","SP","São Bernardo do Campo","0105767","2020-10-20T09:06:40.000Z",0.0,0.0,28.0,12,2.0,1,True,True,"HOSPITAL DE CAMPANHA COVID 19 HOSPITAL ANCHIETA",0.0,81.0,0.0,81.0,19.0
"São Paulo","SP","Santos","0104795","2020-10-20T08:30:45.000Z",0.0,0.0,16.0,9,3.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 HOSPITAL VITORIA",1.0,113.0,0.0,16.0,22.0
"São Paulo","SP","São Vicente","0179914","2020-10-20T08:36:56.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 SV CONTINENTAL",0.0,15.0,0.0,0.0,0.0
"Mato Grosso do Sul","MS","Campo Grande","0009733","2020-10-20T20:43:41.000Z",1.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO JULIAO CEDAMI CASA VOVO TULIA",0.0,112.0,0.0,0.0,0.0
"São Paulo","SP","Penápolis","0110337","2020-10-20T08:45:02.000Z",0.0,0.0,16.0,8,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 CENTRO REG DOS CONSORCIOS",0.0,20.0,0.0,20.0,10.0
"São Paulo","SP","São Bernardo do Campo","0105759","2020-10-20T08:54:36.000Z",0.0,0.0,55.0,27,7.0,1,True,True,"HOSPITAL DE CAMPANHA COVID 19 HOSPITAL DE URGENCIA",0.0,162.0,0.0,162.0,80.0
"Rio Grande do Norte","RN","Parnamirim","0105678","2020-10-20T23:58:00.000Z",3.0,0.0,1.0,0,2.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,52.0,0.0,14.0,0.0
"São Paulo","SP","São José dos Campos","0009601","2020-10-20T07:29:00.000Z",0.0,0.0,0.0,0,2.0,0,True,True,"HOSPITAL PIO XII",29.0,70.0,12.0,2.0,3.0
"Paraná","PR","Curitiba","0015563","2020-10-19T00:00:00.000Z",47.0,8.0,1.0,1,0.0,0,True,True,"HOSPITAL INFANTIL PEQUENO PRINCIPE",68.0,320.0,34.0,20.0,10.0
"São Paulo","SP","Santa Bárbara d'Oeste","0174378","2020-10-20T09:52:57.000Z",0.0,0.0,4.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,48.0,0.0,0.0,0.0
"São Paulo","SP","Cruzeiro","0133035","2020-10-20T10:32:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"CENTRO DE APOIO EPIDEMIOLOGICO",0.0,40.0,0.0,0.0,0.0
"São Paulo","SP","Bauru","0213527","2020-10-20T07:07:39.000Z",0.0,0.0,4.0,0,3.0,0,True,True,"HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BAURU",0.0,40.0,0.0,40.0,0.0
"Paraná","PR","Curitiba","0015423","2020-10-19T00:00:00.000Z",14.0,10.0,1.0,1,0.0,0,True,True,"CRUZ VERMELHA BRASILEIRA FILIAL DO ESTADO DO PARANA",16.0,155.0,14.0,15.0,14.0
"Mato Grosso","MT","Sinop","0218669","2020-10-20T18:10:39.323Z",0.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,2.0,0.0,0.0,0.0
"Rio Grande do Sul","RS","Guaíba","0181927","2020-10-20T20:06:34.000Z",0.0,6.0,2.0,6,0.0,0,True,True,"HOSPITAL DE GUAIBA",0.0,30.0,0.0,0.0,0.0
"São Paulo","SP","Itu","0113921","2020-10-20T07:37:43.000Z",0.0,0.0,7.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA",0.0,40.0,0.0,0.0,0.0
"São Paulo","sp","Bebedouro","0255297","2020-10-20T07:33:01.000Z",0.0,0.0,5.0,9,1.0,0,True,True,"","","","","",""
"São Paulo","SP","Franca","0156701","2020-10-20T08:13:30.000Z",0.0,0.0,8.0,0,1.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,20.0,0.0,20.0,0.0
"São Paulo","SP","Guarujá","0134716","2020-10-20T09:00:32.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 GUARUJA",0.0,50.0,0.0,50.0,20.0
"São Paulo","SP","Jacareí","0134163","2020-10-20T09:22:07.000Z",0.0,0.0,5.0,0,1.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 JACAREI",0.0,10.0,0.0,0.0,0.0
"Paraná","PR","Curitiba","0015407","2020-10-19T00:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL UNIVERSITARIO CAJURU",54.0,177.0,29.0,0.0,0.0
"Minas Gerais","MG","Belo Horizonte","0026948","2020-10-20T17:18:11.000Z",55.0,18.0,9.0,3,0.0,0,True,True,"HOSPITAL INFANTIL JOAO PAULO II",46.0,139.0,18.0,61.0,8.0
"Minas Gerais","MG","Belo Horizonte","0026921","2020-10-20T17:18:11.000Z",143.0,72.0,3.0,2,0.0,0,True,True,"HOSPITAL JOAO XXIII",89.0,364.0,107.0,0.0,0.0
"São Paulo","SP","Ourinhos","0112542","2020-10-20T08:47:26.000Z",0.0,0.0,11.0,0,5.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19",0.0,50.0,0.0,50.0,0.0
"Minas Gerais","MG","Belo Horizonte","0027863","2020-10-20T17:18:11.000Z",291.0,38.0,11.0,4,0.0,0,True,True,"HOSPITAL RISOLETA TOLENTINO NEVES",72.0,324.0,35.0,30.0,13.0
"Minas Gerais","MG","Belo Horizonte","0026794","2020-10-20T17:18:11.000Z",118.0,52.0,2.0,1,0.0,0,True,True,"HOSPITAL SOFIA FELDMAN",0.0,110.0,0.0,10.0,10.0
"Minas Gerais","MG","Araguari","2145960","2020-10-20T03:00:06.234Z",81.0,20.0,3.0,10,1.0,1,True,True,"SANTA CASA DE MISERICORDIA DE ARAGUARI",16.0,94.0,10.0,11.0,10.0
"Paraíba","PB","Monteiro","2336812","2020-10-20T03:00:18.252Z",16.0,0.0,0.0,0,1.0,1,True,True,"HOSPITAL REGIONAL SANTA FILOMENA",6.0,87.0,0.0,0.0,0.0
"Rio Grande do Norte","RN","Pendências","2407841","2020-10-20T03:00:00.514Z",2.0,0.0,0.0,0,0.0,2,True,True,"HOSPITAL MATERNIDADE LEVANI DE FREITAS",0.0,13.0,0.0,0.0,0.0
"Paraíba","PB","Cajazeiras","2613476","2020-10-20T03:00:38.353Z",10.0,5.0,8.0,5,2.0,0,True,True,"HOSPITAL REGIONAL DE CAJAZEIRAS",24.0,119.0,7.0,10.0,10.0
"Paraná","PR","Astorga","2733579","2020-10-20T03:00:44.954Z",24.0,0.0,0.0,0,3.0,0,True,True,"HOSPITAL REGIONAL CRISTO REI",2.0,85.0,0.0,0.0,0.0
"Paraná","PR","Laranjeiras do Sul","2741873","2020-10-20T03:00:09.921Z",11.0,4.0,4.0,4,1.0,0,True,True,"INSTITUTO SAO JOSE",1.0,52.0,0.0,20.0,10.0
"Tocantins","TO","Porto Nacional","2786125","2020-10-20T03:00:11.555Z",28.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE PORTO NACIONAL",3.0,101.0,0.0,17.0,0.0
"Rio de Janeiro","RJ","Saquarema","7529384","2020-10-20T03:00:50.886Z",27.0,8.0,0.0,1,0.0,0,True,True,"SES RJ HOSPITAL ESTADUAL DOS LAGOS NOSSA SENHORA DE NAZARETH",0.0,62.0,10.0,0.0,0.0
"Maranhão","MA","Lago da Pedra","0188425","2020-10-19T03:00:00.000Z",6.0,5.0,3.0,0,2.0,0,True,True,"HOSPITAL REGIONAL DR RUBENS JORGE",0.0,25.0,0.0,25.0,5.0
"Bahia","BA","Salvador","0004731","2020-10-20T03:00:01.787Z",17.0,8.0,0.0,0,0.0,0,True,True,"MATERNIDADE CLIMERIO DE OLIVEIRA",11.0,41.0,0.0,0.0,0.0
"Minas Gerais","MG","Guarda-Mor","2118076","2020-10-20T03:00:46.022Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DONA ROSALINA FLAUSINA DE SOUZA",0.0,17.0,0.0,0.0,0.0
"Minas Gerais","MG","Mar de Espanha","2796775","2020-10-20T03:00:48.217Z",6.0,0.0,0.0,0,1.0,0,True,True,"SANTA CASA DE MISERICORDIA DE MAR DE ESPANHA",2.0,39.0,0.0,0.0,0.0
"Pernambuco","PE","Cabo de Santo Agostinho","6559379","2020-10-20T03:00:33.853Z",41.0,62.0,13.0,34,0.0,0,True,True,"HOSPITAL DOM HELDER CAMARA",31.0,117.0,30.0,16.0,40.0
"Minas Gerais","MG","Jeceaba","2213516","2020-10-20T03:00:36.998Z",0.0,0.0,0.0,0,0.0,0,True,True,"ASSOCIACAO HOSPITALAR DE JECEABA",0.0,35.0,0.0,0.0,0.0
"Pará","PA","Belém","2333031","2020-10-17T03:00:00.000Z",204.0,35.0,22.0,6,0.0,1,True,True,"HOSPITAL DE CLINICAS GASPAR VIANA",73.0,209.0,30.0,0.0,0.0
"Paraná","PR","Indianópolis","2733145","2020-10-20T03:00:25.035Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE INDIANOPOLIS",0.0,16.0,0.0,0.0,0.0
"Tocantins","TO","Guaraí","2765640","2020-10-20T03:00:19.164Z",16.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE GUARAI",2.0,58.0,0.0,16.0,0.0
"Minas Gerais","mg","Campestre","3298388","2020-10-20T03:00:41.444Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pará","PA","Tailândia","6779069","2020-10-20T03:00:01.782Z",31.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL GERAL DE TAILANDIA",3.0,61.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Itatiaia","2288230","2020-10-20T03:00:57.478Z",9.0,1.0,1.0,0,1.0,0,True,True,"HOSP MUNICIPAL MATERNIDADE DR MANOEL MARTINS DE BARROS",6.0,36.0,0.0,4.0,2.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269988","2020-10-20T03:00:38.472Z",106.0,45.0,8.0,4,1.0,0,True,True,"MS HSE HOSPITAL DOS SERVIDORES DO ESTADO",57.0,348.0,30.0,5.0,7.0
"Rio de Janeiro","RJ","Rio Claro","6232094","2020-10-20T03:00:17.384Z",4.0,4.0,2.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE",9.0,40.0,0.0,0.0,10.0
"São Paulo","SP","Araçatuba","2082675","2020-10-21T03:00:13.812Z",60.0,0.0,0.0,0,0.0,0,True,True,"ASSOCIACAO DE AMPARO AO EXCEPCIONAL RITINHA PRATES",0.0,62.0,0.0,0.0,0.0
"Minas Gerais","MG","Uberaba","9141839","2020-10-21T03:00:38.792Z",26.0,11.0,26.0,11,0.0,3,True,True,"HOSPITAL REGIONAL JOSE ALENCAR",13.0,55.0,10.0,56.0,30.0
"Amazonas","AM","Boca do Acre","2012499","2020-10-20T04:00:09.532Z",15.0,6.0,1.0,0,0.0,0,True,True,"UNIDADE HOSPITALAR DE BOCA DO ACRE",0.0,61.0,0.0,15.0,5.0
"Ceará","CE","Sobral","6848710","2020-10-20T03:00:32.848Z",177.0,78.0,12.0,23,3.0,0,True,True,"HOSPITAL REGIONAL NORTE",126.0,266.0,44.0,148.0,101.0
"Ceará","CE","Orós","2499037","2020-10-20T03:00:25.652Z",20.0,0.0,1.0,0,0.0,0,True,True,"HOSP MATERN LUZIA T DA COSTA",0.0,37.0,0.0,8.0,0.0
"Bahia","BA","Barreiras","2659069","2020-10-20T03:00:03.549Z",66.0,0.0,35.0,0,46.0,0,True,True,"HOSPITAL MUNICIPAL EURICO DUTRA",0.0,58.0,0.0,10.0,0.0
"Amazonas","AM","Manaus","2013649","2020-10-20T04:00:00.000Z",298.0,45.0,11.0,10,2.0,3,True,True,"HOSPITAL PRONTO SOCORRO 28 DE AGOSTO",62.0,331.0,40.0,179.0,52.0
"São Paulo","SP","São Paulo","2079127","2020-10-21T03:00:27.506Z",280.0,44.0,67.0,31,5.0,0,True,True,"HOSPITAL SIRIO LIBANES",0.0,367.0,102.0,0.0,0.0
"São Paulo","SP","Tupã","2080664","2020-10-21T03:00:18.232Z",86.0,16.0,5.0,5,4.0,0,True,True,"SANTA CASA DE TUPA",13.0,126.0,20.0,14.0,20.0
"São Paulo","SP","Americana","2082179","2020-10-21T03:00:56.635Z",19.0,3.0,2.0,0,0.0,0,True,True,"HOSPITAL SAO FRANCISCO DE AMERICANA",26.0,86.0,0.0,0.0,10.0
"São Paulo","SP","Caraguatatuba","2082926","2020-10-21T03:00:56.356Z",39.0,13.0,10.0,6,5.0,0,True,True,"CASA DE SAUDE STELLA MARIS",12.0,141.0,6.0,21.0,7.0
"São Paulo","SP","Taguaí","2082934","2020-10-21T03:00:00.000Z",5.0,0.0,0.0,0,0.0,0,True,True,"SANTA CASA DE MISERICORDIA DE TAGUAI",1.0,30.0,0.0,9.0,0.0
"Minas Gerais","MG","Lavras","2111659","2020-10-21T03:00:44.124Z",13.0,9.0,2.0,1,0.0,1,True,True,"SANTA CASA DE MISERICORDIA DE LAVRAS",19.0,96.0,10.0,14.0,5.0
"Minas Gerais","MG","Betim","2126494","2020-10-21T03:00:38.045Z",40.0,20.0,0.0,49,3.0,3,True,True,"HOSPITAL PUBLICO REGIONAL PREFEITO OSVALDO REZENDE FRANCO",73.0,285.0,26.0,0.0,60.0
"Minas Gerais","MG","Itajubá","2127687","2020-10-21T03:00:38.982Z",8.0,5.0,0.0,3,1.0,0,True,True,"SANTA CASA DE MISERICORDIA DE ITAJUBA",9.0,58.0,5.0,10.0,11.0
"Minas Gerais","MG","Lagoa da Prata","2132877","2020-10-21T03:00:37.860Z",13.0,6.0,9.0,6,0.0,0,True,True,"HOSPITAL SAO CARLOS",11.0,54.0,10.0,47.0,17.0
"Minas Gerais","MG","Manhuaçu","2173166","2020-10-20T03:00:00.000Z",107.0,18.0,19.0,14,5.0,0,True,True,"HOSPITAL CESAR LEITE",14.0,159.0,10.0,50.0,10.0
"Minas Gerais","MG","Campo Belo","2192020","2020-10-21T03:00:40.966Z",22.0,9.0,3.0,2,3.0,1,True,True,"SANTA CASA DE CAMPO BELO",13.0,93.0,10.0,37.0,15.0
"Minas Gerais","MG","Montes Claros","2219654","2020-10-21T03:00:41.564Z",45.0,16.0,0.0,14,0.0,0,True,True,"HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA",40.0,98.0,9.0,56.0,20.0
"Rio de Janeiro","RJ","Miracema","2285932","2020-10-20T03:00:00.000Z",12.0,5.0,0.0,1,0.0,0,True,True,"HOSPITAL DE MIRACEMA",3.0,46.0,2.0,8.0,6.0
"Rio de Janeiro","RJ","Teresópolis","2292386","2020-10-20T03:00:00.000Z",68.0,20.0,13.0,7,2.0,1,True,True,"HOSPITAL SAO JOSE",14.0,96.0,13.0,33.0,8.0
"Santa Catarina","SC","Seara","2304155","2020-10-21T03:00:00.450Z",8.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL SAO ROQUE DE SEARA",1.0,53.0,0.0,10.0,0.0
"Sergipe","SE","Nossa Senhora da Glória","2421542","2020-10-21T03:00:50.387Z",17.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL REGIONAL GOV JOAO ALVES FILHO",3.0,51.0,0.0,0.0,2.0
"Pernambuco","PE","Afogados da Ingazeira","2428385","2020-10-21T03:00:51.633Z",65.0,0.0,4.0,8,1.0,1,True,True,"HOSPITAL REGIONAL EMILIA CAMARA",3.0,65.0,0.0,8.0,0.0
"Goiás","GO","Trindade","2535939","2020-10-21T03:00:00.000Z",331.0,0.0,3.0,0,0.0,0,True,True,"HOSPITAL SAO COTTOLENGO",7.0,373.0,0.0,0.0,0.0
