regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,obitosAcumulado,Recuperadosnovos,emAcompanhamentoNovos
Nordeste,MA,,21,,,,2020-04-16,16,7075181.0,695,37,,
Nordeste,MA,,21,,,,2020-04-17,16,7075181.0,797,40,,
Nordeste,MA,,21,,,,2020-04-18,16,7075181.0,1040,44,,
Nordeste,MA,,21,,,,2020-04-19,17,7075181.0,1205,48,,
Nordeste,MA,,21,,,,2020-04-20,17,7075181.0,1320,54,,
Nordeste,MA,,21,,,,2020-04-21,17,7075181.0,1396,60,,
Nordeste,MA,,21,,,,2020-04-22,17,7075181.0,1604,66,,
Nordeste,MA,,21,,,,2020-04-23,17,7075181.0,1757,76,,
Nordeste,MA,,21,,,,2020-04-24,17,7075181.0,1951,88,,
Nordeste,MA,,21,,,,2020-04-25,17,7075181.0,2105,100,,
Nordeste,MA,,21,,,,2020-04-26,18,7075181.0,2223,112,,
Nordeste,MA,,21,,,,2020-04-27,18,7075181.0,2410,125,,
Nordeste,MA,,21,,,,2020-04-28,18,7075181.0,2528,145,,
Nordeste,MA,,21,,,,2020-04-29,18,7075181.0,2804,166,,
Nordeste,MA,,21,,,,2020-04-30,18,7075181.0,3190,184,,
Nordeste,MA,,21,,,,2020-05-01,18,7075181.0,3506,204,,
Nordeste,MA,,21,,,,2020-05-02,18,7075181.0,3805,224,,
Nordeste,MA,,21,,,,2020-05-03,19,7075181.0,4040,237,,
Nordeste,MA,,21,,,,2020-05-04,19,7075181.0,4227,249,,
Nordeste,MA,,21,,,,2020-05-05,19,7075181.0,4530,271,,
Nordeste,MA,,21,,,,2020-05-06,19,7075181.0,5028,291,,
Nordeste,MA,,21,,,,2020-05-07,19,7075181.0,5389,305,,
Nordeste,MA,,21,,,,2020-05-08,19,7075181.0,5909,330,,
Nordeste,MA,,21,,,,2020-05-09,19,7075181.0,6765,355,,
Nordeste,MA,,21,,,,2020-05-10,20,7075181.0,7599,379,,
Nordeste,MA,,21,,,,2020-05-11,20,7075181.0,8144,399,,
Nordeste,MA,,21,,,,2020-05-12,20,7075181.0,8526,423,,
Nordeste,MA,,21,,,,2020-05-13,20,7075181.0,9112,444,,
Nordeste,MA,,21,,,,2020-05-14,20,7075181.0,9801,470,,
Nordeste,MA,,21,,,,2020-05-15,20,7075181.0,10739,496,,
Nordeste,MA,,21,,,,2020-05-16,20,7075181.0,11592,524,,
Nordeste,MA,,21,,,,2020-05-17,21,7075181.0,12492,549,,
Nordeste,MA,,21,,,,2020-05-18,21,7075181.0,13238,576,,
Nordeste,MA,,21,,,,2020-05-19,21,7075181.0,14198,604,,
Nordeste,MA,,21,,,,2020-05-20,21,7075181.0,15114,634,,
Nordeste,MA,,21,,,,2020-05-21,21,7075181.0,16058,663,,
Nordeste,MA,,21,,,,2020-05-22,21,7075181.0,17212,693,,
Nordeste,MA,,21,,,,2020-05-23,21,7075181.0,18767,722,,
Nordeste,MA,,21,,,,2020-05-24,22,7075181.0,21191,754,,
Nordeste,PI,,22,,,,2020-03-20,12,3273227.0,3,0,,
Nordeste,PI,,22,,,,2020-03-21,12,3273227.0,4,0,,
Nordeste,PI,,22,,,,2020-03-22,13,3273227.0,4,0,,
Nordeste,PI,,22,,,,2020-03-23,13,3273227.0,6,0,,
Nordeste,PI,,22,,,,2020-03-24,13,3273227.0,6,0,,
Nordeste,PI,,22,,,,2020-03-25,13,3273227.0,8,0,,
Nordeste,PI,,22,,,,2020-03-26,13,3273227.0,9,0,,
Nordeste,PI,,22,,,,2020-03-27,13,3273227.0,9,0,,
Nordeste,PI,,22,,,,2020-03-28,13,3273227.0,11,1,,
Nordeste,PI,,22,,,,2020-03-29,14,3273227.0,14,1,,
Nordeste,PI,,22,,,,2020-03-30,14,3273227.0,16,3,,
Nordeste,PI,,22,,,,2020-03-31,14,3273227.0,18,4,,
Nordeste,PI,,22,,,,2020-04-01,14,3273227.0,18,4,,
Nordeste,PI,,22,,,,2020-04-02,14,3273227.0,19,4,,
Nordeste,PI,,22,,,,2020-04-03,14,3273227.0,21,4,,
Nordeste,PI,,22,,,,2020-04-04,14,3273227.0,22,4,,
Nordeste,PI,,22,,,,2020-04-05,15,3273227.0,23,4,,
Nordeste,PI,,22,,,,2020-04-06,15,3273227.0,23,4,,
Nordeste,PI,,22,,,,2020-04-07,15,3273227.0,28,4,,
Nordeste,PI,,22,,,,2020-04-08,15,3273227.0,31,5,,
Nordeste,PI,,22,,,,2020-04-09,15,3273227.0,38,6,,
Nordeste,PI,,22,,,,2020-04-10,15,3273227.0,40,7,,
Nordeste,PI,,22,,,,2020-04-11,15,3273227.0,41,7,,
Nordeste,PI,,22,,,,2020-04-12,16,3273227.0,44,7,,
Nordeste,PI,,22,,,,2020-04-13,16,3273227.0,50,8,,
Nordeste,PI,,22,,,,2020-04-14,16,3273227.0,58,8,,
Nordeste,PI,,22,,,,2020-04-15,16,3273227.0,75,8,,
Nordeste,PI,,22,,,,2020-04-16,16,3273227.0,91,8,,
Nordeste,PI,,22,,,,2020-04-17,16,3273227.0,102,8,,
Nordeste,PI,,22,,,,2020-04-18,16,3273227.0,123,9,,
Nordeste,PI,,22,,,,2020-04-19,17,3273227.0,145,10,,
Nordeste,PI,,22,,,,2020-04-20,17,3273227.0,158,12,,
Nordeste,PI,,22,,,,2020-04-21,17,3273227.0,186,14,,
Nordeste,PI,,22,,,,2020-04-22,17,3273227.0,206,15,,
Nordeste,PI,,22,,,,2020-04-23,17,3273227.0,217,15,,
Nordeste,PI,,22,,,,2020-04-24,17,3273227.0,256,16,,
Nordeste,PI,,22,,,,2020-04-25,17,3273227.0,297,17,,
Nordeste,PI,,22,,,,2020-04-26,18,3273227.0,331,18,,
Nordeste,PI,,22,,,,2020-04-27,18,3273227.0,364,20,,
Nordeste,PI,,22,,,,2020-04-28,18,3273227.0,408,21,,
Nordeste,PI,,22,,,,2020-04-29,18,3273227.0,454,24,,
Nordeste,PI,,22,,,,2020-04-30,18,3273227.0,513,24,,
Nordeste,PI,,22,,,,2020-05-01,18,3273227.0,600,24,,
Nordeste,PI,,22,,,,2020-05-02,18,3273227.0,665,26,,
Nordeste,PI,,22,,,,2020-05-03,19,3273227.0,742,28,,
Nordeste,PI,,22,,,,2020-05-04,19,3273227.0,784,28,,
Nordeste,PI,,22,,,,2020-05-05,19,3273227.0,875,29,,
Nordeste,PI,,22,,,,2020-05-06,19,3273227.0,949,30,,
Nordeste,PI,,22,,,,2020-05-07,19,3273227.0,1051,35,,
Nordeste,PI,,22,,,,2020-05-08,19,3273227.0,1131,37,,
Nordeste,PI,,22,,,,2020-05-09,19,3273227.0,1233,38,,
Nordeste,PI,,22,,,,2020-05-10,20,3273227.0,1278,42,,
Nordeste,PI,,22,,,,2020-05-11,20,3273227.0,1332,45,,
Nordeste,PI,,22,,,,2020-05-12,20,3273227.0,1443,49,,
Nordeste,PI,,22,,,,2020-05-13,20,3273227.0,1612,57,,
Nordeste,PI,,22,,,,2020-05-14,20,3273227.0,1784,60,,
Nordeste,PI,,22,,,,2020-05-15,20,3273227.0,1905,60,,
Nordeste,PI,,22,,,,2020-05-16,20,3273227.0,2085,65,,
Nordeste,PI,,22,,,,2020-05-17,21,3273227.0,2252,72,,
Nordeste,PI,,22,,,,2020-05-18,21,3273227.0,2287,80,,
Nordeste,PI,,22,,,,2020-05-19,21,3273227.0,2440,85,,
Nordeste,PI,,22,,,,2020-05-20,21,3273227.0,2637,87,,
Nordeste,PI,,22,,,,2020-05-21,21,3273227.0,2852,91,,
Nordeste,PI,,22,,,,2020-05-22,21,3273227.0,3074,93,,
Nordeste,PI,,22,,,,2020-05-23,21,3273227.0,3258,99,,
Nordeste,PI,,22,,,,2020-05-24,22,3273227.0,3390,107,,
Nordeste,CE,,23,,,,2020-03-17,12,9132078.0,5,0,,
Nordeste,CE,,23,,,,2020-03-18,12,9132078.0,9,0,,
Nordeste,CE,,23,,,,2020-03-19,12,9132078.0,20,0,,
Nordeste,CE,,23,,,,2020-03-20,12,9132078.0,55,0,,
Nordeste,CE,,23,,,,2020-03-21,12,9132078.0,68,0,,
Nordeste,CE,,23,,,,2020-03-22,13,9132078.0,112,0,,
Nordeste,CE,,23,,,,2020-03-23,13,9132078.0,163,0,,
Nordeste,CE,,23,,,,2020-03-24,13,9132078.0,182,0,,
Nordeste,CE,,23,,,,2020-03-25,13,9132078.0,200,0,,
Nordeste,CE,,23,,,,2020-03-26,13,9132078.0,235,3,,
Nordeste,CE,,23,,,,2020-03-27,13,9132078.0,282,3,,
Nordeste,CE,,23,,,,2020-03-28,13,9132078.0,314,4,,
Nordeste,CE,,23,,,,2020-03-29,14,9132078.0,348,5,,
Nordeste,CE,,23,,,,2020-03-30,14,9132078.0,372,5,,
Nordeste,CE,,23,,,,2020-03-31,14,9132078.0,390,7,,
Nordeste,CE,,23,,,,2020-04-01,14,9132078.0,444,8,,
Nordeste,CE,,23,,,,2020-04-02,14,9132078.0,550,20,,
Nordeste,CE,,23,,,,2020-04-03,14,9132078.0,627,22,,
Nordeste,CE,,23,,,,2020-04-04,14,9132078.0,730,22,,
Nordeste,CE,,23,,,,2020-04-05,15,9132078.0,823,26,,
Nordeste,CE,,23,,,,2020-04-06,15,9132078.0,1013,29,,
Nordeste,CE,,23,,,,2020-04-07,15,9132078.0,1051,31,,
Nordeste,CE,,23,,,,2020-04-08,15,9132078.0,1291,43,,
Nordeste,CE,,23,,,,2020-04-09,15,9132078.0,1425,55,,
Nordeste,CE,,23,,,,2020-04-10,15,9132078.0,1478,58,,
Nordeste,CE,,23,,,,2020-04-11,15,9132078.0,1582,67,,
Nordeste,CE,,23,,,,2020-04-12,16,9132078.0,1676,74,,
Nordeste,CE,,23,,,,2020-04-13,16,9132078.0,1800,91,,
Nordeste,CE,,23,,,,2020-04-14,16,9132078.0,2005,107,,
Nordeste,CE,,23,,,,2020-04-15,16,9132078.0,2157,116,,
Nordeste,CE,,23,,,,2020-04-16,16,9132078.0,2386,124,,
Nordeste,CE,,23,,,,2020-04-17,16,9132078.0,2684,149,,
Nordeste,CE,,23,,,,2020-04-18,16,9132078.0,3034,176,,
Nordeste,CE,,23,,,,2020-04-19,17,9132078.0,3252,186,,
Nordeste,CE,,23,,,,2020-04-20,17,9132078.0,3482,198,,
Nordeste,CE,,23,,,,2020-04-21,17,9132078.0,3716,215,,
Nordeste,CE,,23,,,,2020-04-22,17,9132078.0,3910,233,,
Nordeste,CE,,23,,,,2020-04-23,17,9132078.0,4598,266,,
Nordeste,CE,,23,,,,2020-04-24,17,9132078.0,4800,284,,
Nordeste,CE,,23,,,,2020-04-25,17,9132078.0,5421,310,,
Nordeste,CE,,23,,,,2020-04-26,18,9132078.0,5833,327,,
Nordeste,CE,,23,,,,2020-04-27,18,9132078.0,6726,390,,
Nordeste,CE,,23,,,,2020-04-28,18,9132078.0,6918,403,,
Nordeste,CE,,23,,,,2020-04-29,18,9132078.0,7267,441,,
Nordeste,CE,,23,,,,2020-04-30,18,9132078.0,7606,482,,
Nordeste,CE,,23,,,,2020-05-01,18,9132078.0,7879,505,,
Nordeste,CE,,23,,,,2020-05-02,18,9132078.0,8231,614,,
Nordeste,CE,,23,,,,2020-05-03,19,9132078.0,8370,663,,
Nordeste,CE,,23,,,,2020-05-04,19,9132078.0,11040,712,,
Nordeste,CE,,23,,,,2020-05-05,19,9132078.0,11470,795,,
Nordeste,CE,,23,,,,2020-05-06,19,9132078.0,12304,848,,
Nordeste,CE,,23,,,,2020-05-07,19,9132078.0,13888,903,,
Nordeste,CE,,23,,,,2020-05-08,19,9132078.0,14956,966,,
Nordeste,CE,,23,,,,2020-05-09,19,9132078.0,15879,1062,,
Nordeste,CE,,23,,,,2020-05-10,20,9132078.0,16692,1114,,
Nordeste,CE,,23,,,,2020-05-11,20,9132078.0,17599,1189,,
Nordeste,CE,,23,,,,2020-05-12,20,9132078.0,18412,1280,,
Nordeste,CE,,23,,,,2020-05-13,20,9132078.0,19156,1389,,
Nordeste,CE,,23,,,,2020-05-14,20,9132078.0,21077,1413,,
Nordeste,CE,,23,,,,2020-05-15,20,9132078.0,22490,1476,,
Nordeste,CE,,23,,,,2020-05-16,20,9132078.0,23795,1614,,
Nordeste,CE,,23,,,,2020-05-17,21,9132078.0,24255,1641,,
Nordeste,CE,,23,,,,2020-05-18,21,9132078.0,26363,1748,,
Nordeste,CE,,23,,,,2020-05-19,21,9132078.0,28112,1856,,
Nordeste,CE,,23,,,,2020-05-20,21,9132078.0,30560,1900,,
Nordeste,CE,,23,,,,2020-05-21,21,9132078.0,31413,2161,,
Nordeste,CE,,23,,,,2020-05-22,21,9132078.0,34573,2251,,
Nordeste,CE,,23,,,,2020-05-23,21,9132078.0,35122,2308,,
Nordeste,CE,,23,,,,2020-05-24,22,9132078.0,35595,2324,,
Nordeste,RN,,24,,,,2020-03-13,11,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-14,11,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-15,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-16,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-17,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-18,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-19,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-20,12,3506853.0,1,0,,
Nordeste,RN,,24,,,,2020-03-21,12,3506853.0,6,0,,
Nordeste,RN,,24,,,,2020-03-22,13,3506853.0,9,0,,
Nordeste,RN,,24,,,,2020-03-23,13,3506853.0,13,0,,
Nordeste,RN,,24,,,,2020-03-24,13,3506853.0,13,0,,
Nordeste,RN,,24,,,,2020-03-25,13,3506853.0,14,0,,
Nordeste,RN,,24,,,,2020-03-26,13,3506853.0,19,0,,
Nordeste,RN,,24,,,,2020-03-27,13,3506853.0,28,0,,
Nordeste,RN,,24,,,,2020-03-28,13,3506853.0,45,0,,
Nordeste,RN,,24,,,,2020-03-29,14,3506853.0,68,1,,
Nordeste,RN,,24,,,,2020-03-30,14,3506853.0,77,1,,
Nordeste,RN,,24,,,,2020-03-31,14,3506853.0,82,1,,
Nordeste,RN,,24,,,,2020-04-01,14,3506853.0,92,2,,
Nordeste,RN,,24,,,,2020-04-02,14,3506853.0,105,2,,
Nordeste,RN,,24,,,,2020-04-03,14,3506853.0,176,4,,
Nordeste,RN,,24,,,,2020-04-04,14,3506853.0,212,5,,
Nordeste,RN,,24,,,,2020-04-05,15,3506853.0,242,7,,
Nordeste,RN,,24,,,,2020-04-06,15,3506853.0,246,7,,
Nordeste,RN,,24,,,,2020-04-07,15,3506853.0,254,8,,
Nordeste,RN,,24,,,,2020-04-08,15,3506853.0,261,11,,
Nordeste,RN,,24,,,,2020-04-09,15,3506853.0,261,11,,
Nordeste,RN,,24,,,,2020-04-10,15,3506853.0,263,11,,
Nordeste,RN,,24,,,,2020-04-11,15,3506853.0,289,13,,
Nordeste,RN,,24,,,,2020-04-12,16,3506853.0,302,15,,
Nordeste,RN,,24,,,,2020-04-13,16,3506853.0,339,17,,
Nordeste,RN,,24,,,,2020-04-14,16,3506853.0,376,18,,
Nordeste,RN,,24,,,,2020-04-15,16,3506853.0,399,19,,
Nordeste,RN,,24,,,,2020-04-16,16,3506853.0,400,20,,
Nordeste,RN,,24,,,,2020-04-17,16,3506853.0,463,23,,
Nordeste,RN,,24,,,,2020-04-18,16,3506853.0,516,24,,
Nordeste,RN,,24,,,,2020-04-19,17,3506853.0,531,25,,
Nordeste,RN,,24,,,,2020-04-20,17,3506853.0,595,27,,
Nordeste,RN,,24,,,,2020-04-21,17,3506853.0,608,28,,
Nordeste,RN,,24,,,,2020-04-22,17,3506853.0,646,29,,
Nordeste,RN,,24,,,,2020-04-23,17,3506853.0,708,34,,
Nordeste,RN,,24,,,,2020-04-24,17,3506853.0,754,38,,
Nordeste,RN,,24,,,,2020-04-25,17,3506853.0,781,40,,
Nordeste,RN,,24,,,,2020-04-26,18,3506853.0,825,44,,
Nordeste,RN,,24,,,,2020-04-27,18,3506853.0,832,45,,
Nordeste,RN,,24,,,,2020-04-28,18,3506853.0,857,48,,
Nordeste,RN,,24,,,,2020-04-29,18,3506853.0,1086,53,,
Nordeste,RN,,24,,,,2020-04-30,18,3506853.0,1177,56,,
Nordeste,RN,,24,,,,2020-05-01,18,3506853.0,1297,56,,
Nordeste,RN,,24,,,,2020-05-02,18,3506853.0,1366,59,,
Nordeste,RN,,24,,,,2020-05-03,19,3506853.0,1392,61,,
Nordeste,RN,,24,,,,2020-05-04,19,3506853.0,1421,62,,
Nordeste,RN,,24,,,,2020-05-05,19,3506853.0,1536,68,,
Nordeste,RN,,24,,,,2020-05-06,19,3506853.0,1574,72,,
Nordeste,RN,,24,,,,2020-05-07,19,3506853.0,1739,76,,
Nordeste,RN,,24,,,,2020-05-08,19,3506853.0,1821,81,,
Nordeste,RN,,24,,,,2020-05-09,19,3506853.0,1919,87,,
Nordeste,RN,,24,,,,2020-05-10,20,3506853.0,1928,88,,
Nordeste,RN,,24,,,,2020-05-11,20,3506853.0,1989,92,,
Nordeste,RN,,24,,,,2020-05-12,20,3506853.0,2033,93,,
Nordeste,RN,,24,,,,2020-05-13,20,3506853.0,2367,105,,
Nordeste,RN,,24,,,,2020-05-14,20,3506853.0,2537,117,,
Nordeste,RN,,24,,,,2020-05-15,20,3506853.0,2786,122,,
Nordeste,RN,,24,,,,2020-05-16,20,3506853.0,3004,136,,
Nordeste,RN,,24,,,,2020-05-17,21,3506853.0,3137,139,,
Nordeste,RN,,24,,,,2020-05-18,21,3506853.0,3184,146,,
Nordeste,RN,,24,,,,2020-05-19,21,3506853.0,3483,160,,
Nordeste,RN,,24,,,,2020-05-20,21,3506853.0,3796,170,,
Nordeste,RN,,24,,,,2020-05-21,21,3506853.0,4060,178,,
Nordeste,RN,,24,,,,2020-05-22,21,3506853.0,4251,181,,
Nordeste,RN,,24,,,,2020-05-23,21,3506853.0,4599,184,,
Nordeste,RN,,24,,,,2020-05-24,22,3506853.0,4697,200,,
Nordeste,PB,,25,,,,2020-03-19,12,4018127.0,1,0,,
Nordeste,PB,,25,,,,2020-03-20,12,4018127.0,1,0,,
Nordeste,PB,,25,,,,2020-03-21,12,4018127.0,1,0,,
Nordeste,PB,,25,,,,2020-03-22,13,4018127.0,1,0,,
Nordeste,PB,,25,,,,2020-03-23,13,4018127.0,2,0,,
Nordeste,PB,,25,,,,2020-03-24,13,4018127.0,3,0,,
Nordeste,PB,,25,,,,2020-03-25,13,4018127.0,3,0,,
Nordeste,PB,,25,,,,2020-03-26,13,4018127.0,5,0,,
Nordeste,PB,,25,,,,2020-03-27,13,4018127.0,9,0,,
Nordeste,PB,,25,,,,2020-03-28,13,4018127.0,14,0,,
Nordeste,PB,,25,,,,2020-03-29,14,4018127.0,14,0,,
Nordeste,PB,,25,,,,2020-03-30,14,4018127.0,15,0,,
Nordeste,PB,,25,,,,2020-03-31,14,4018127.0,17,0,,
Nordeste,PB,,25,,,,2020-04-01,14,4018127.0,20,1,,
Nordeste,PB,,25,,,,2020-04-02,14,4018127.0,21,1,,
Nordeste,PB,,25,,,,2020-04-03,14,4018127.0,29,1,,
Nordeste,PB,,25,,,,2020-04-04,14,4018127.0,32,2,,
Nordeste,PB,,25,,,,2020-04-05,15,4018127.0,34,4,,
Nordeste,PB,,25,,,,2020-04-06,15,4018127.0,35,4,,
Nordeste,PB,,25,,,,2020-04-07,15,4018127.0,36,4,,
Nordeste,PB,,25,,,,2020-04-08,15,4018127.0,41,4,,
Nordeste,PB,,25,,,,2020-04-09,15,4018127.0,55,7,,
Nordeste,PB,,25,,,,2020-04-10,15,4018127.0,79,11,,
Nordeste,PB,,25,,,,2020-04-11,15,4018127.0,85,11,,
Nordeste,PB,,25,,,,2020-04-12,16,4018127.0,101,13,,
Nordeste,PB,,25,,,,2020-04-13,16,4018127.0,111,13,,
Nordeste,PB,,25,,,,2020-04-14,16,4018127.0,136,16,,
Nordeste,PB,,25,,,,2020-04-15,16,4018127.0,151,21,,
Nordeste,PB,,25,,,,2020-04-16,16,4018127.0,165,24,,
Nordeste,PB,,25,,,,2020-04-17,16,4018127.0,195,26,,
Nordeste,PB,,25,,,,2020-04-18,16,4018127.0,205,26,,
Nordeste,PB,,25,,,,2020-04-19,17,4018127.0,236,29,,
Nordeste,PB,,25,,,,2020-04-20,17,4018127.0,245,32,,
Nordeste,PB,,25,,,,2020-04-21,17,4018127.0,263,33,,
Nordeste,PB,,25,,,,2020-04-22,17,4018127.0,301,39,,
Nordeste,PB,,25,,,,2020-04-23,17,4018127.0,345,40,,
Nordeste,PB,,25,,,,2020-04-24,17,4018127.0,386,44,,
Nordeste,PB,,25,,,,2020-04-25,17,4018127.0,447,46,,
Nordeste,PB,,25,,,,2020-04-26,18,4018127.0,499,49,,
Nordeste,PB,,25,,,,2020-04-27,18,4018127.0,543,50,,
Nordeste,PB,,25,,,,2020-04-28,18,4018127.0,633,53,,
Nordeste,PB,,25,,,,2020-04-29,18,4018127.0,699,58,,
Nordeste,PB,,25,,,,2020-04-30,18,4018127.0,814,62,,
Nordeste,PB,,25,,,,2020-05-01,18,4018127.0,926,67,,
Nordeste,PB,,25,,,,2020-05-02,18,4018127.0,1034,74,,
Nordeste,PB,,25,,,,2020-05-03,19,4018127.0,1169,76,,
Nordeste,PB,,25,,,,2020-05-04,19,4018127.0,1219,79,,
Nordeste,PB,,25,,,,2020-05-05,19,4018127.0,1361,85,,
Nordeste,PB,,25,,,,2020-05-06,19,4018127.0,1493,92,,
Nordeste,PB,,25,,,,2020-05-07,19,4018127.0,1657,101,,
Nordeste,PB,,25,,,,2020-05-08,19,4018127.0,2031,114,,
Nordeste,PB,,25,,,,2020-05-09,19,4018127.0,2156,124,,
Nordeste,PB,,25,,,,2020-05-10,20,4018127.0,2341,135,,
Nordeste,PB,,25,,,,2020-05-11,20,4018127.0,2525,139,,
Nordeste,PB,,25,,,,2020-05-12,20,4018127.0,2777,154,,
Nordeste,PB,,25,,,,2020-05-13,20,4018127.0,3045,157,,
Nordeste,PB,,25,,,,2020-05-14,20,4018127.0,3361,160,,
Nordeste,PB,,25,,,,2020-05-15,20,4018127.0,3739,170,,
Nordeste,PB,,25,,,,2020-05-16,20,4018127.0,4063,183,,
Nordeste,PB,,25,,,,2020-05-17,21,4018127.0,4347,194,,
Nordeste,PB,,25,,,,2020-05-18,21,4018127.0,4786,207,,
Nordeste,PB,,25,,,,2020-05-19,21,4018127.0,5300,219,,
Nordeste,PB,,25,,,,2020-05-20,21,4018127.0,5838,230,,
Nordeste,PB,,25,,,,2020-05-21,21,4018127.0,6238,245,,
Nordeste,PB,,25,,,,2020-05-22,21,4018127.0,6882,248,,
Nordeste,PB,,25,,,,2020-05-23,21,4018127.0,7508,258,,
Nordeste,PB,,25,,,,2020-05-24,22,4018127.0,7823,272,,
Nordeste,PE,,26,,,,2020-03-12,11,9557071.0,2,0,,
Nordeste,PE,,26,,,,2020-03-13,11,9557071.0,2,0,,
Nordeste,PE,,26,,,,2020-03-14,11,9557071.0,2,0,,
Nordeste,PE,,26,,,,2020-03-15,12,9557071.0,2,0,,
Nordeste,PE,,26,,,,2020-03-16,12,9557071.0,2,0,,
